Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#325 - >GCA_024499755.1_00008[]	superfamily	227439	6	798	4.1573e-107	353.912	cl34907	RPO41 superfamily	N	 - 	Mitochondrial DNA-directed RNA polymerase  [Transcription]; Mitochondrial DNA-directed RNA polymerase [Transcription].
Q#325 - >GCA_024499755.1_00008[]	superfamily	425956	418	797	1.63367e-74	248.181	cl44477	RNA_pol superfamily	 - 	 - 	DNA-dependent RNA polymerase; This is a family of single chain RNA polymerases.
Q#325 - >GCA_024499755.1_00008[]	superfamily	434140	105	281	1.20681e-08	56.8426	cl20638	RPOL_N superfamily	N	 - 	DNA-directed RNA polymerase N-terminal; This is the N-terminal domain of DNA-directed RNA polymerase. This domain has a role in interaction with regions of upstream promoter DNA and the nascent RNA chain, leading to the processivity of the enzyme. In order to make mRNA transcripts the RNA polymerase undergoes a transition from the initiation phase (which only makes short fragments of RNA) to an elongation phase. This domain undergoes a structural change in the transition from initiation to elongation phase. The structural change results in abolition of the promoter binding site, creation of a channel accommodating the heteroduplex in the active site and formation of an exit tunnel which the RNA transcript passes through after peeling off the heteroduplex.
Q#326 - >GCA_024499755.1_00042[]	superfamily	226680	9	316	3.13701e-37	134.979	cl39143	ArdC superfamily	 - 	 - 	Antirestriction protein ArdC [Replication, recombination and repair]; Antirestriction protein [DNA replication, recombination, and repair].
Q#326 - >GCA_024499755.1_00042[]	superfamily	436761	191	291	7.49025e-32	115.265	cl40108	MPTase-PolyVal superfamily	 - 	 - 	Metallopeptidase superfamily domain; A predicted endoRNase of the Barnase-EndoU-ColicinE5/D-RelE like nuclease fold found in polyvalent proteins of phages and conjugative elements. The predicted active site contains a conserved histidine and threonine residues.
Q#326 - >GCA_024499755.1_00042[]	superfamily	429975	9	135	2.65489e-19	82.0067	cl40158	DUF1738 superfamily	 - 	 - 	Domain of unknown function (DUF1738); This region is found in a number of bacterial hypothetical proteins. Some members are annotated as being similar to replication primases, and in fact this region is often found together with the Toprim domain (pfam01751).
Q#329 - >GCA_024606195.1_00005[]	superfamily	177283	25	258	3.19351e-63	203.098	cl20113	PHA00451 superfamily	C	 - 	protein kinase
Q#338 - >GCA_025085155.1_00014[]	superfamily	177283	2	282	1.4583e-129	374.127	cl20113	PHA00451 superfamily	C	 - 	protein kinase
Q#350 - >GCA_025630455.1_00057[]	superfamily	312676	1	261	4.24457e-166	470.738	cl07762	PhageP22-tail superfamily	N	 - 	Salmonella phage P22 tail-spike; Members of this family of viral domains adopt a structure consisting of a single-stranded right-handed beta-helix, which in turn is made of parallel beta-strands and short turns. They are required for recognition of the 0-antigenic repeating units of the cell surface, and for subsequent infection of the bacterial cell.
Q#354 - >GCA_026273205.1_00005[]	superfamily	403800	33	118	6.80486e-11	62.3354	cl40625	Pectate_lyase_3 superfamily	C	 - 	Pectate lyase superfamily protein; This family of proteins possesses a beta helical structure like Pectate lyase. This family is most closely related to glycosyl hydrolase family 28.
Q#354 - >GCA_026273205.1_00005[]	superfamily	227721	30	90	1.68176e-09	60.5803	cl35001	Pgu1 superfamily	C	 - 	Polygalacturonase [Carbohydrate transport and metabolism]; Endopygalactorunase [Cell envelope biogenesis, outer membrane].
Q#356 - >GCA_026273205.1_00007[]	superfamily	455393	4	106	3.54143e-37	121.69	cl42048	Peptidase_M15_3 superfamily	 - 	 - 	Peptidase M15; Peptidase M15.  
Q#356 - >GCA_026273205.1_00007[]	superfamily	225650	25	116	1.17119e-15	68.9361	cl43785	YcbK superfamily	N	 - 	Uncharacterized conserved protein YcbK, DUF882 family [Function unknown]; Uncharacterized protein conserved in bacteria [Function unknown].
Q#356 - >GCA_026273205.1_00007[]	superfamily	453889	40	114	1.41051e-11	56.2254	cl38918	Peptidase_M15 superfamily	N	 - 	Metalloproteases including zinc D-Ala-D-Ala carboxypeptidase, L-Ala-D-Glu peptidase, L,D-carboxypeptidase, bacteriophage endolysins, and related proteins; This family summarizes zinc-binding metallopeptidases which are mostly carboxypeptidases and dipeptidases, and includes zinc-dependent D-Ala-D-Ala carboxypeptidases, VanX, L-Ala-D-Glu peptidase, L,D-carboxypeptidase and bacteriophage endolysins, amongst other family members. These peptidases belong to MEROPS family M15 which are involved in bacterial cell wall biosynthesis and metabolism.
Q#360 - >GCA_026273205.1_00011[]	superfamily	411452	35	548	0	681.954	cl41500	termin_lrg_T7 superfamily	 - 	 - 	phage terminase large subunit; The phage terminase large subunit (TerL) is also called DNA maturase B. It oligomerizes into an ATPase that forces DNA into a pre-existing phage prohead to package the DNA. This TerL family includes members from phage T7 and phage T3, among others.
Q#369 - >GCA_028897465.1_00004[]	superfamily	224759	27	108	3.39345e-06	42.5832	cl43541	MarR superfamily	C	 - 	DNA-binding transcriptional regulator, MarR family [Transcription]; Transcriptional regulators [Transcription].
Q#369 - >GCA_028897465.1_00004[]	superfamily	451250	35	108	1.69469e-05	40.2699	cl21459	HTH superfamily	N	 - 	Helix-turn-helix domains; A large family of mostly alpha-helical protein domains with a characteristic fold; most members function as sequence-specific DNA binding domains, such as in transcription regulators. This superfamily also includes the winged helix-turn-helix domains.
Q#371 - >GCA_029535525.1_00001[]	superfamily	444686	64	105	7.97236e-05	37.1859	cl00083	HNHc superfamily	 - 	 - 	HNH nucleases; HNH endonuclease signature which is found in viral, prokaryotic, and eukaryotic proteins. The alignment includes members of the large group of homing endonucleases, yeast intron 1 protein, MutS, as well as bacterial colicins, pyocins, and anaredoxins.
Q#374 - >GCA_902989295.1_00004[]	superfamily	222797	10	840	0	718.343	cl42978	PHA00452 superfamily	 - 	 - 	T3/T7-like RNA polymerase
Q#374 - >GCA_902989295.1_00004[]	superfamily	227439	49	840	1.77331e-156	486.42	cl34907	RPO41 superfamily	N	 - 	Mitochondrial DNA-directed RNA polymerase  [Transcription]; Mitochondrial DNA-directed RNA polymerase [Transcription].
Q#374 - >GCA_902989295.1_00004[]	superfamily	425956	431	840	1.67836e-133	403.802	cl44477	RNA_pol superfamily	 - 	 - 	DNA-dependent RNA polymerase; This is a family of single chain RNA polymerases.
Q#375 - >GCA_902989295.1_00006[]	superfamily	444754	172	324	2.95447e-32	118.198	cl00213	DNA_BRE_C superfamily	 - 	 - 	DNA breaking-rejoining enzymes, C-terminal catalytic domain; The DNA breaking-rejoining enzyme superfamily includes type IB topoisomerases and tyrosine based site-specific recombinases (integrases) that share the same fold in their catalytic domain containing conserved active site residues. The best-studied members of this diverse superfamily include Human topoisomerase I, the bacteriophage lambda integrase, the bacteriophage P1 Cre recombinase, the yeast Flp recombinase, and the bacterial XerD/C recombinases. Their overall reaction mechanism is essentially identical and involves cleavage of a single strand of a DNA duplex by nucleophilic attack of a conserved tyrosine to give a 3' phosphotyrosyl protein-DNA adduct. In the second rejoining step, a terminal 5' hydroxyl attacks the covalent adduct to release the enzyme and generate duplex DNA. The enzymes differ in that topoisomerases cleave and then rejoin the same 5' and 3' termini, whereas a site-specific recombinase transfers a 5' hydroxyl generated by recombinase cleavage to a new 3' phosphate partner located in a different duplex region. Many DNA breaking-rejoining enzymes also have N-terminal domains, which show little sequence or structure similarity.
Q#375 - >GCA_902989295.1_00006[]	superfamily	227308	103	323	8.47681e-13	67.9992	cl44177	XerD superfamily	 - 	 - 	Site-specific recombinase XerD [Replication, recombination and repair]; Site-specific recombinase XerD [DNA replication, recombination, and repair].
Q#375 - >GCA_902989295.1_00006[]	superfamily	223655	91	326	8.85926e-12	65.2968	cl43194	XerC superfamily	 - 	 - 	Integrase [Replication, recombination and repair, Mobilome: prophages, transposons]; Integrase [DNA replication, recombination, and repair].
Q#375 - >GCA_902989295.1_00006[]	superfamily	227307	60	325	2.01583e-05	45.4655	cl44176	XerC superfamily	 - 	 - 	Site-specific recombinase XerC [Replication, recombination and repair]; Site-specific recombinase XerC [DNA replication, recombination, and repair].
Q#376 - >GCA_902989295.1_00007[]	superfamily	224759	27	102	2.37665e-06	42.9684	cl43541	MarR superfamily	C	 - 	DNA-binding transcriptional regulator, MarR family [Transcription]; Transcriptional regulators [Transcription].
Q#376 - >GCA_902989295.1_00007[]	superfamily	451250	28	97	6.71156e-05	38.0389	cl21459	HTH superfamily	 - 	 - 	Helix-turn-helix domains; A large family of mostly alpha-helical protein domains with a characteristic fold; most members function as sequence-specific DNA binding domains, such as in transcription regulators. This superfamily also includes the winged helix-turn-helix domains.
Q#393 - >GCA_903231675.1_00047[]	superfamily	224759	26	115	2.68172e-05	40.272	cl43541	MarR superfamily	C	 - 	DNA-binding transcriptional regulator, MarR family [Transcription]; Transcriptional regulators [Transcription].
Q#394 - >GCA_903231675.1_00048[]	superfamily	444754	101	243	6.10608e-24	94.3158	cl00213	DNA_BRE_C superfamily	 - 	 - 	DNA breaking-rejoining enzymes, C-terminal catalytic domain; The DNA breaking-rejoining enzyme superfamily includes type IB topoisomerases and tyrosine based site-specific recombinases (integrases) that share the same fold in their catalytic domain containing conserved active site residues. The best-studied members of this diverse superfamily include Human topoisomerase I, the bacteriophage lambda integrase, the bacteriophage P1 Cre recombinase, the yeast Flp recombinase, and the bacterial XerD/C recombinases. Their overall reaction mechanism is essentially identical and involves cleavage of a single strand of a DNA duplex by nucleophilic attack of a conserved tyrosine to give a 3' phosphotyrosyl protein-DNA adduct. In the second rejoining step, a terminal 5' hydroxyl attacks the covalent adduct to release the enzyme and generate duplex DNA. The enzymes differ in that topoisomerases cleave and then rejoin the same 5' and 3' termini, whereas a site-specific recombinase transfers a 5' hydroxyl generated by recombinase cleavage to a new 3' phosphate partner located in a different duplex region. Many DNA breaking-rejoining enzymes also have N-terminal domains, which show little sequence or structure similarity.
Q#394 - >GCA_903231675.1_00048[]	superfamily	223655	40	260	6.38593e-07	49.5036	cl43194	XerC superfamily	 - 	 - 	Integrase [Replication, recombination and repair, Mobilome: prophages, transposons]; Integrase [DNA replication, recombination, and repair].
Q#395 - >GCA_903231675.1_00049[]	superfamily	222797	12	793	0	767.263	cl42978	PHA00452 superfamily	 - 	 - 	T3/T7-like RNA polymerase
Q#395 - >GCA_903231675.1_00049[]	superfamily	227439	13	793	2.69837e-157	486.806	cl34907	RPO41 superfamily	N	 - 	Mitochondrial DNA-directed RNA polymerase  [Transcription]; Mitochondrial DNA-directed RNA polymerase [Transcription].
Q#395 - >GCA_903231675.1_00049[]	superfamily	425956	418	793	9.85915e-128	387.624	cl44477	RNA_pol superfamily	 - 	 - 	DNA-dependent RNA polymerase; This is a family of single chain RNA polymerases.
Q#395 - >GCA_903231675.1_00049[]	superfamily	434140	13	292	3.11556e-12	68.0134	cl20638	RPOL_N superfamily	 - 	 - 	DNA-directed RNA polymerase N-terminal; This is the N-terminal domain of DNA-directed RNA polymerase. This domain has a role in interaction with regions of upstream promoter DNA and the nascent RNA chain, leading to the processivity of the enzyme. In order to make mRNA transcripts the RNA polymerase undergoes a transition from the initiation phase (which only makes short fragments of RNA) to an elongation phase. This domain undergoes a structural change in the transition from initiation to elongation phase. The structural change results in abolition of the promoter binding site, creation of a channel accommodating the heteroduplex in the active site and formation of an exit tunnel which the RNA transcript passes through after peeling off the heteroduplex.
Q#396 - >GCF_000843145.1_00001[]	superfamily	106989	1	57	1.93083e-29	98.3287	cl10262	PHA00691 superfamily	 - 	 - 	hypothetical protein
Q#414 - >GCF_000867985.1_00001[]	superfamily	444686	55	100	4.77981e-14	62.2239	cl00083	HNHc superfamily	 - 	 - 	HNH nucleases; HNH endonuclease signature which is found in viral, prokaryotic, and eukaryotic proteins. The alignment includes members of the large group of homing endonucleases, yeast intron 1 protein, MutS, as well as bacterial colicins, pyocins, and anaredoxins.
Q#427 - >GCF_000873225.1_00014[]	superfamily	222797	1	779	0	1002.62	cl42978	PHA00452 superfamily	 - 	 - 	T3/T7-like RNA polymerase
Q#427 - >GCF_000873225.1_00014[]	superfamily	425956	413	779	9.06054e-85	275.145	cl44477	RNA_pol superfamily	 - 	 - 	DNA-dependent RNA polymerase; This is a family of single chain RNA polymerases.
Q#427 - >GCF_000873225.1_00014[]	superfamily	227439	7	779	3.31885e-76	267.627	cl34907	RPO41 superfamily	N	 - 	Mitochondrial DNA-directed RNA polymerase  [Transcription]; Mitochondrial DNA-directed RNA polymerase [Transcription].
Q#428 - >GCF_000880255.1_00004[]	superfamily	177283	8	44	1.56959e-09	50.1739	cl20113	PHA00451 superfamily	N	 - 	protein kinase
Q#434 - >GCF_000890795.1_00003[]	superfamily	177283	10	104	3.2861e-20	82.9159	cl20113	PHA00451 superfamily	N	 - 	protein kinase
Q#462 - >GCF_000900955.1_00010[]	superfamily	222797	1	873	0	993.761	cl42978	PHA00452 superfamily	 - 	 - 	T3/T7-like RNA polymerase
Q#462 - >GCF_000900955.1_00010[]	superfamily	425956	449	873	1.44631e-113	352.956	cl44477	RNA_pol superfamily	 - 	 - 	DNA-dependent RNA polymerase; This is a family of single chain RNA polymerases.
Q#462 - >GCF_000900955.1_00010[]	superfamily	227439	8	873	5.99917e-110	363.542	cl34907	RPO41 superfamily	N	 - 	Mitochondrial DNA-directed RNA polymerase  [Transcription]; Mitochondrial DNA-directed RNA polymerase [Transcription].
Q#462 - >GCF_000900955.1_00010[]	superfamily	434140	8	296	1.09183e-22	98.8294	cl20638	RPOL_N superfamily	 - 	 - 	DNA-directed RNA polymerase N-terminal; This is the N-terminal domain of DNA-directed RNA polymerase. This domain has a role in interaction with regions of upstream promoter DNA and the nascent RNA chain, leading to the processivity of the enzyme. In order to make mRNA transcripts the RNA polymerase undergoes a transition from the initiation phase (which only makes short fragments of RNA) to an elongation phase. This domain undergoes a structural change in the transition from initiation to elongation phase. The structural change results in abolition of the promoter binding site, creation of a channel accommodating the heteroduplex in the active site and formation of an exit tunnel which the RNA transcript passes through after peeling off the heteroduplex.
Q#467 - >GCF_000902475.1_00005[]	superfamily	177283	16	171	6.54735e-60	192.313	cl20113	PHA00451 superfamily	C	 - 	protein kinase
Q#476 - >GCF_000905875.1_00010[]	superfamily	444754	105	270	9.98131e-30	110.109	cl00213	DNA_BRE_C superfamily	 - 	 - 	DNA breaking-rejoining enzymes, C-terminal catalytic domain; The DNA breaking-rejoining enzyme superfamily includes type IB topoisomerases and tyrosine based site-specific recombinases (integrases) that share the same fold in their catalytic domain containing conserved active site residues. The best-studied members of this diverse superfamily include Human topoisomerase I, the bacteriophage lambda integrase, the bacteriophage P1 Cre recombinase, the yeast Flp recombinase, and the bacterial XerD/C recombinases. Their overall reaction mechanism is essentially identical and involves cleavage of a single strand of a DNA duplex by nucleophilic attack of a conserved tyrosine to give a 3' phosphotyrosyl protein-DNA adduct. In the second rejoining step, a terminal 5' hydroxyl attacks the covalent adduct to release the enzyme and generate duplex DNA. The enzymes differ in that topoisomerases cleave and then rejoin the same 5' and 3' termini, whereas a site-specific recombinase transfers a 5' hydroxyl generated by recombinase cleavage to a new 3' phosphate partner located in a different duplex region. Many DNA breaking-rejoining enzymes also have N-terminal domains, which show little sequence or structure similarity.
Q#476 - >GCF_000905875.1_00010[]	superfamily	227308	44	271	2.56412e-10	59.91	cl44177	XerD superfamily	 - 	 - 	Site-specific recombinase XerD [Replication, recombination and repair]; Site-specific recombinase XerD [DNA replication, recombination, and repair].
Q#476 - >GCF_000905875.1_00010[]	superfamily	223655	63	282	8.34702e-10	58.3632	cl43194	XerC superfamily	N	 - 	Integrase [Replication, recombination and repair, Mobilome: prophages, transposons]; Integrase [DNA replication, recombination, and repair].
Q#477 - >GCF_000905875.1_00011[]	superfamily	222797	11	814	0	714.491	cl42978	PHA00452 superfamily	 - 	 - 	T3/T7-like RNA polymerase
Q#477 - >GCF_000905875.1_00011[]	superfamily	227439	79	814	1.50161e-147	462.153	cl34907	RPO41 superfamily	N	 - 	Mitochondrial DNA-directed RNA polymerase  [Transcription]; Mitochondrial DNA-directed RNA polymerase [Transcription].
Q#477 - >GCF_000905875.1_00011[]	superfamily	425956	427	814	3.77641e-136	409.965	cl44477	RNA_pol superfamily	 - 	 - 	DNA-dependent RNA polymerase; This is a family of single chain RNA polymerases.
Q#482 - >GCF_000907035.1_00010[]	superfamily	226680	7	324	2.0098e-46	159.632	cl39143	ArdC superfamily	 - 	 - 	Antirestriction protein ArdC [Replication, recombination and repair]; Antirestriction protein [DNA replication, recombination, and repair].
Q#482 - >GCF_000907035.1_00010[]	superfamily	436761	196	305	4.59834e-38	131.829	cl40108	MPTase-PolyVal superfamily	 - 	 - 	Metallopeptidase superfamily domain; A predicted endoRNase of the Barnase-EndoU-ColicinE5/D-RelE like nuclease fold found in polyvalent proteins of phages and conjugative elements. The predicted active site contains a conserved histidine and threonine residues.
Q#482 - >GCF_000907035.1_00010[]	superfamily	429975	21	142	1.27032e-18	80.4659	cl40158	DUF1738 superfamily	 - 	 - 	Domain of unknown function (DUF1738); This region is found in a number of bacterial hypothetical proteins. Some members are annotated as being similar to replication primases, and in fact this region is often found together with the Toprim domain (pfam01751).
Q#490 - >GCF_000917035.1_00005[]	superfamily	177283	33	230	2.81288e-44	152.252	cl20113	PHA00451 superfamily	C	 - 	protein kinase
Q#509 - >GCF_000918515.1_00018[]	superfamily	222798	15	301	2.69831e-55	181.771	cl33675	PHA00454 superfamily	 - 	 - 	ATP-dependent DNA ligase
Q#509 - >GCF_000918515.1_00018[]	superfamily	224706	18	300	7.1345e-16	77.4159	cl43518	CDC9 superfamily	N	 - 	ATP-dependent DNA ligase  [Replication, recombination and repair]; ATP-dependent DNA ligase [DNA replication, recombination, and repair].
Q#509 - >GCF_000918515.1_00018[]	superfamily	448381	24	216	3.17627e-12	64.2266	cl12015	Adenylation_DNA_ligase_like superfamily	 - 	 - 	Adenylation domain of proteins similar to ATP-dependent polynucleotide ligases; ATP-dependent polynucleotide ligases catalyze the phosphodiester bond formation of nicked nucleic acid substrates using ATP as a cofactor in a three step reaction mechanism. This family includes ATP-dependent DNA and RNA ligases. DNA ligases play a vital role in the diverse processes of DNA replication, recombination and repair. ATP-dependent DNA ligases have a highly modular architecture, consisting of a unique arrangement of two or more discrete domains, including a DNA-binding domain, an adenylation or nucleotidyltransferase (NTase) domain, and an oligonucleotide/oligosaccharide binding (OB)-fold domain. The adenylation domain binds ATP and contains many active site residues. Together with the C-terminal OB-fold domain, it comprises a catalytic core unit that is common to most members of the ATP-dependent DNA ligase family. The catalytic core contains six conserved sequence motifs (I, III, IIIa, IV, V and VI) that define this family of related nucleotidyltransferases including eukaryotic GRP-dependent mRNA-capping enzymes. The catalytic core contains both the active site as well as many DNA-binding residues. The RNA circularization protein from archaea and bacteria contains the minimal catalytic unit, the adenylation domain, but does not contain an OB-fold domain. This family also includes the m3G-cap binding domain of snurportin, a nuclear import adaptor that binds m3G-capped spliceosomal U small nucleoproteins (snRNPs), but doesn't have enzymatic activity.
Q#509 - >GCF_000918515.1_00018[]	superfamily	235108	26	269	4.36827e-11	63.0602	cl35199	ligB superfamily	N	 - 	ATP-dependent DNA ligase; Reviewed
Q#509 - >GCF_000918515.1_00018[]	superfamily	447632	222	299	1.30984e-09	53.6765	cl08424	OBF_DNA_ligase_family superfamily	 - 	 - 	The Oligonucleotide/oligosaccharide binding (OB)-fold domain is a DNA-binding module that is part of the catalytic core unit of ATP dependent DNA ligases; ATP-dependent polynucleotide ligases catalyze phosphodiester bond formation using nicked nucleic acid substrates with the high energy nucleotide of ATP as a cofactor in a three step reaction mechanism. DNA ligases play a vital role in the diverse processes of DNA replication, recombination and repair. ATP dependent DNA ligases have a highly modular architecture consisting of a unique arrangement of two or more discrete domains including a DNA-binding domain, an adenylation (nucleotidyltransferase (NTase)) domain, and an oligonucleotide/oligosaccharide binding (OB)-fold domain. The adenylation and C-terminal OB-fold domains comprise a catalytic core unit that is common to most members of the ATP-dependent DNA ligase family. The catalytic core unit contains six conserved sequence motifs (I, III, IIIa, IV, V and VI) that define this family of related nucleotidyltransferases. The OB-fold domain contacts the nicked DNA substrate and is required for the ATP-dependent DNA ligase nucleotidylation step. The RxDK motif (motif VI), which is essential for ATP hydrolysis, is located in the OB-fold domain.
Q#509 - >GCF_000918515.1_00018[]	superfamily	181662	37	300	1.06535e-08	55.256	cl32352	PRK09125 superfamily	 - 	 - 	DNA ligase; Provisional
Q#509 - >GCF_000918515.1_00018[]	superfamily	273147	26	237	1.90961e-05	45.7694	cl36689	dnl1 superfamily	NC	 - 	DNA ligase I, ATP-dependent (dnl1); All proteins in this family with known functions are ATP-dependent DNA ligases. Functions include DNA repair, DNA replication, and DNA recombination (or any process requiring ligation of two single-stranded DNA sections). This family is based on the phylogenomic analysis of JA Eisen (1999, Ph.D. Thesis, Stanford University). [DNA metabolism, DNA replication, recombination, and repair]
Q#512 - >GCF_000928875.1_00003[]	superfamily	177283	40	205	7.91733e-43	150.326	cl20113	PHA00451 superfamily	C	 - 	protein kinase
Q#515 - >GCF_000929515.1_00003[]	superfamily	432329	4	89	1.12703e-08	47.9665	cl13525	DUF3574 superfamily	 - 	 - 	Protein of unknown function (DUF3574); This family of proteins is functionally uncharacterized. This protein is found in bacteria and viruses. Proteins in this family are typically between 144 to 163 amino acids in length. This protein has a conserved TPRF sequence motif.
Q#525 - >GCF_000929515.1_00015[]	superfamily	444754	109	271	2.27304e-31	114.346	cl00213	DNA_BRE_C superfamily	 - 	 - 	DNA breaking-rejoining enzymes, C-terminal catalytic domain; The DNA breaking-rejoining enzyme superfamily includes type IB topoisomerases and tyrosine based site-specific recombinases (integrases) that share the same fold in their catalytic domain containing conserved active site residues. The best-studied members of this diverse superfamily include Human topoisomerase I, the bacteriophage lambda integrase, the bacteriophage P1 Cre recombinase, the yeast Flp recombinase, and the bacterial XerD/C recombinases. Their overall reaction mechanism is essentially identical and involves cleavage of a single strand of a DNA duplex by nucleophilic attack of a conserved tyrosine to give a 3' phosphotyrosyl protein-DNA adduct. In the second rejoining step, a terminal 5' hydroxyl attacks the covalent adduct to release the enzyme and generate duplex DNA. The enzymes differ in that topoisomerases cleave and then rejoin the same 5' and 3' termini, whereas a site-specific recombinase transfers a 5' hydroxyl generated by recombinase cleavage to a new 3' phosphate partner located in a different duplex region. Many DNA breaking-rejoining enzymes also have N-terminal domains, which show little sequence or structure similarity.
Q#525 - >GCF_000929515.1_00015[]	superfamily	223655	35	270	5.59748e-14	70.6896	cl43194	XerC superfamily	 - 	 - 	Integrase [Replication, recombination and repair, Mobilome: prophages, transposons]; Integrase [DNA replication, recombination, and repair].
Q#525 - >GCF_000929515.1_00015[]	superfamily	227308	60	270	4.52132e-08	52.9764	cl44177	XerD superfamily	N	 - 	Site-specific recombinase XerD [Replication, recombination and repair]; Site-specific recombinase XerD [DNA replication, recombination, and repair].
Q#547 - >GCF_001470995.1_00021[]	superfamily	222798	6	305	1.04908e-36	133.621	cl33675	PHA00454 superfamily	 - 	 - 	ATP-dependent DNA ligase
Q#547 - >GCF_001470995.1_00021[]	superfamily	222893	10	308	1.05761e-11	65.1129	cl33690	30 superfamily	N	 - 	DNA ligase; Provisional
Q#547 - >GCF_001470995.1_00021[]	superfamily	224706	32	304	8.53858e-06	46.9851	cl43518	CDC9 superfamily	N	 - 	ATP-dependent DNA ligase  [Replication, recombination and repair]; ATP-dependent DNA ligase [DNA replication, recombination, and repair].
Q#547 - >GCF_001470995.1_00021[]	superfamily	447632	238	302	1.09811e-05	42.099	cl08424	OBF_DNA_ligase_family superfamily	 - 	 - 	The Oligonucleotide/oligosaccharide binding (OB)-fold domain is a DNA-binding module that is part of the catalytic core unit of ATP dependent DNA ligases; ATP-dependent polynucleotide ligases catalyze phosphodiester bond formation using nicked nucleic acid substrates with the high energy nucleotide of ATP as a cofactor in a three step reaction mechanism. DNA ligases play a vital role in the diverse processes of DNA replication, recombination and repair. ATP dependent DNA ligases have a highly modular architecture consisting of a unique arrangement of two or more discrete domains including a DNA-binding domain, an adenylation (nucleotidyltransferase (NTase)) domain, and an oligonucleotide/oligosaccharide binding (OB)-fold domain. The adenylation and C-terminal OB-fold domains comprise a catalytic core unit that is common to most members of the ATP-dependent DNA ligase family. The catalytic core unit contains six conserved sequence motifs (I, III, IIIa, IV, V and VI) that define this family of related nucleotidyltransferases. The OB-fold domain contacts the nicked DNA substrate and is required for the ATP-dependent DNA ligase nucleotidylation step. The RxDK motif (motif VI), which is essential for ATP hydrolysis, is located in the OB-fold domain.
Q#547 - >GCF_001470995.1_00021[]	superfamily	448381	33	215	4.66569e-05	43.4258	cl12015	Adenylation_DNA_ligase_like superfamily	 - 	 - 	Adenylation domain of proteins similar to ATP-dependent polynucleotide ligases; ATP-dependent polynucleotide ligases catalyze the phosphodiester bond formation of nicked nucleic acid substrates using ATP as a cofactor in a three step reaction mechanism. This family includes ATP-dependent DNA and RNA ligases. DNA ligases play a vital role in the diverse processes of DNA replication, recombination and repair. ATP-dependent DNA ligases have a highly modular architecture, consisting of a unique arrangement of two or more discrete domains, including a DNA-binding domain, an adenylation or nucleotidyltransferase (NTase) domain, and an oligonucleotide/oligosaccharide binding (OB)-fold domain. The adenylation domain binds ATP and contains many active site residues. Together with the C-terminal OB-fold domain, it comprises a catalytic core unit that is common to most members of the ATP-dependent DNA ligase family. The catalytic core contains six conserved sequence motifs (I, III, IIIa, IV, V and VI) that define this family of related nucleotidyltransferases including eukaryotic GRP-dependent mRNA-capping enzymes. The catalytic core contains both the active site as well as many DNA-binding residues. The RNA circularization protein from archaea and bacteria contains the minimal catalytic unit, the adenylation domain, but does not contain an OB-fold domain. This family also includes the m3G-cap binding domain of snurportin, a nuclear import adaptor that binds m3G-capped spliceosomal U small nucleoproteins (snRNPs), but doesn't have enzymatic activity.
Q#549 - >GCF_001470995.1_00023[]	superfamily	222797	13	859	0	894.379	cl42978	PHA00452 superfamily	 - 	 - 	T3/T7-like RNA polymerase
Q#549 - >GCF_001470995.1_00023[]	superfamily	227439	17	858	1.2153e-153	479.487	cl34907	RPO41 superfamily	N	 - 	Mitochondrial DNA-directed RNA polymerase  [Transcription]; Mitochondrial DNA-directed RNA polymerase [Transcription].
Q#549 - >GCF_001470995.1_00023[]	superfamily	425956	434	859	5.0291e-149	444.633	cl44477	RNA_pol superfamily	 - 	 - 	DNA-dependent RNA polymerase; This is a family of single chain RNA polymerases.
Q#549 - >GCF_001470995.1_00023[]	superfamily	434140	21	269	5.0575e-13	70.3246	cl20638	RPOL_N superfamily	 - 	 - 	DNA-directed RNA polymerase N-terminal; This is the N-terminal domain of DNA-directed RNA polymerase. This domain has a role in interaction with regions of upstream promoter DNA and the nascent RNA chain, leading to the processivity of the enzyme. In order to make mRNA transcripts the RNA polymerase undergoes a transition from the initiation phase (which only makes short fragments of RNA) to an elongation phase. This domain undergoes a structural change in the transition from initiation to elongation phase. The structural change results in abolition of the promoter binding site, creation of a channel accommodating the heteroduplex in the active site and formation of an exit tunnel which the RNA transcript passes through after peeling off the heteroduplex.
Q#612 - >GCF_002991165.1_00001[]	superfamily	430152	1	64	8.88329e-38	121.701	cl07342	ocr superfamily	N	 - 	DNA mimic ocr; The structure of an ocr protein from bacteriophage T7 has shown that this protein mimics the size and shape of a bent DNA molecule. ocr has also been shown to be an inhibitor of the complex type I DNA restriction enzymes.
Q#629 - >GCF_003094295.1_00004[]	superfamily	177283	12	304	1.37337e-70	222.743	cl20113	PHA00451 superfamily	C	 - 	protein kinase
Q#630 - >GCF_003094295.1_00005[]	superfamily	226144	1	118	4.0242e-18	79.3336	cl34647	COG3617 superfamily	C	 - 	Prophage antirepressor  [Mobilome: prophages, transposons]; Prophage antirepressor [Transcription].
